reward,steps,found
178934.27193155154,21,True
190990.0050730075,11,True
170975.84506175076,27,True
187995.52546373528,14,True
183861.49055492363,17,True
180935.2850478819,20,True
184959.26915474347,17,True
190875.14542945704,11,True
142305.69135743318,48,True
166319.0025645319,31,True
190905.94868402288,11,True
179635.6547114496,21,True
175318.0304373373,24,True
180666.18335329773,20,True
-198752.3491088443,15,False
167581.20648310467,30,True
161444.70220290773,34,True
190545.0641160816,11,True
-326880.47636163764,98,False
190043.60482333536,12,True
186025.16544886114,16,True
175062.17044772516,24,True
186609.25806346693,15,True
178882.37036690162,21,True
171267.34280786483,27,True
161731.61473003944,34,True
172092.16093865217,26,True
191084.29236590784,11,True
161866.0663128627,33,True
190267.0586039455,12,True
189879.08674153648,13,True
178031.60561343408,21,True
190297.9013771296,12,True
187952.9043064565,14,True
190829.58446829964,11,True
186786.2750195177,15,True
187823.00629556298,14,True
179233.8912336179,21,True
184216.98063018222,17,True
188159.2691594082,14,True
186067.51491716565,15,True
178227.45735884388,21,True
189340.2125336173,13,True
177724.95249263532,22,True
132639.06677193628,55,True
186254.73533573997,16,True
191539.56309800674,10,True
-217749.724995596,66,False
180239.1640911305,20,True
170103.4199083534,27,True
187793.68684073465,14,True
191529.77898998262,10,True
141239.3495126814,49,True
182122.15780997905,19,True
186029.58032386325,16,True
190342.5733448658,11,True
184753.27236575392,17,True
-218350.12650056594,74,False
125641.16061818734,60,True
144870.45999984222,47,True
189618.00305890793,12,True
192356.64714550547,9,True
188299.98806874416,14,True
117682.71421689932,66,True
188114.70426373722,14,True
129873.93524581919,57,True
187782.35132554173,15,True
190869.347126169,11,True
184083.1873040105,17,True
150546.42406026684,42,True
175134.2760127659,24,True
184027.44902501558,17,True
190860.56868669347,11,True
185511.03447185757,16,True
188363.19464481002,14,True
190105.32417716685,12,True
186146.0115964369,16,True
189792.93127773015,12,True
139054.88822023163,50,True
190142.58849310316,12,True
-199622.88784604636,9,False
169389.34932664174,28,True
152348.03405450494,41,True
170357.22274277348,27,True
154565.59601345845,39,True
159867.37067553354,35,True
147612.4892420477,44,True
185987.31774554553,16,True
191724.28343348953,10,True
166517.57872952818,30,True
190269.7662883433,12,True
188662.84767928254,14,True
-111071.64447428756,52,False
190358.45621406072,12,True
188804.30441375138,13,True
149376.20154153285,43,True
169997.69565016407,28,True
182349.95795742437,19,True
132872.7023201156,55,True
-216174.30246121818,62,False
177955.85829763662,22,True
187455.59834984023,15,True
189156.86024210538,13,True
192094.82357275274,9,True
175270.77743198661,24,True
190934.91788578426,11,True
191896.09262577025,9,True
189404.65071443823,13,True
187497.58802778577,15,True
157050.19409849573,37,True
161981.75046164173,34,True
167499.58076497802,29,True
192082.38198523875,9,True
190786.7182560373,11,True
177817.48154118663,22,True
186734.95066550106,15,True
188417.6344634913,14,True
-112781.62955916105,55,False
188988.4897598755,13,True
177459.21189942159,22,True
187825.6740713685,14,True
191535.97559963478,10,True
161052.24451766306,34,True
191350.86303748135,10,True
190703.5589791255,11,True
189083.52909262592,13,True
181286.6258580048,19,True
186981.29691882856,15,True
184599.9139302124,17,True
155133.34160313132,39,True
175018.99258211858,24,True
-128482.24040021861,99,False
188526.78758224513,13,True
191161.91619852302,10,True
183158.69809545952,18,True
175731.72833986144,23,True
186118.29140454842,16,True
190900.09262577025,10,True
-110438.0010613187,47,False
188091.39225844663,14,True
186868.49720362475,15,True
188936.02914079968,13,True
190180.93507358746,12,True
-111318.76260500877,50,False
190359.4639896993,12,True
189284.77067321033,13,True
187946.17423654068,14,True
172300.32885408308,26,True
178888.06302540845,21,True
158730.84171108057,36,True
178143.93641192414,22,True
189422.18336040952,13,True
177684.09127769736,22,True
187845.21858331768,14,True
189440.65629020418,13,True
187455.59834984023,15,True
151174.2971246001,41,True
181238.5911438651,20,True
187999.24980931307,14,True
188704.0217532736,14,True
192094.82357275274,9,True
163099.82104029265,33,True
189235.35375494717,13,True
179167.77102930687,21,True
190352.6827724381,12,True
185477.01527009276,16,True
187903.45036024114,14,True
139295.62564327143,50,True
174129.91893876097,25,True
169203.68892396273,28,True
166673.27472843518,30,True
191291.0484130679,10,True
188610.61274848896,14,True
181177.75996911895,20,True
178122.47749102706,22,True
156768.19120003757,37,True
187557.35873114847,14,True
-200978.9843672382,19,False
189699.52211551933,13,True
187529.83012978287,15,True
188636.3133892173,14,True
187142.6212140986,15,True
191291.0484130679,10,True
183896.45796057337,17,True
159033.76732676153,36,True
187547.15088928875,15,True
140964.9856512551,49,True
161693.94757718805,34,True
145697.7102359052,45,True
179326.44837740788,21,True
176707.75613195618,23,True
185098.71505905467,16,True
189753.87519608482,12,True
192295.6467754377,9,True
190822.92980000915,11,True
190106.71811238438,12,True
170895.51877969448,27,True
186349.013119154,15,True
188641.501852537,13,True
191506.10157410958,10,True
189024.34423846757,13,True
190316.38043499974,12,True
189858.08566354742,12,True
160851.51466737906,34,True
166644.47389339865,30,True
181967.1323546511,19,True
179894.2426074277,21,True
-206771.3348769708,34,False
188158.3219666117,14,True
168609.67567008088,29,True
173549.44105374627,25,True
174216.68541859085,24,True
183563.4709094993,18,True
160206.24101778882,35,True
192279.9361349062,9,True
191694.1066727221,10,True
185654.15002759916,16,True
191747.7336358226,10,True
-205706.67856702805,33,False
168221.23188684022,29,True
180565.8277396503,20,True
185761.92106011254,16,True
165778.6927611255,31,True
187153.03826590208,15,True
150461.22346529266,42,True
123671.4620112025,62,True
164319.27236503898,32,True
170267.41587990298,27,True
175608.18259365635,24,True
155084.71801842324,39,True
182885.82846378055,18,True
191496.11981399238,10,True
192359.916198523,9,True
184354.23825799424,17,True
191283.93613490617,10,True
189879.32977452464,12,True
192356.64714550547,9,True
128370.09323807969,58,True
188744.18043171856,14,True
162639.04019368833,33,True
176783.47037863208,23,True
190546.12916745222,11,True
175212.68409383934,24,True
173695.32142394257,25,True
173142.76698943222,26,True
