Reinforce Rewards,Reinforce Steps,Reinforce Found,Greedy Rewards,Greedy Steps,Greedy Found
194235.19521956105,11,True,191279.05980397871,11,True
198019.2181054304,16,True,197491.652177457,15,True
194490.98475625628,11,True,192837.93872054806,12,True
195501.85838278718,12,True,191279.05980397871,11,True
-183748.45200050352,22,True,191279.05980397871,11,True
194239.52066808857,14,True,192837.9425219523,12,True
194861.43662094887,11,True,190251.4614688675,13,True
194449.21000654917,11,True,192837.93872054806,12,True
196299.1982805591,12,True,191279.05980397871,11,True
195037.4144867544,16,True,192837.93872054806,12,True
198206.89989657042,14,True,190381.10518262317,13,True
197868.802133602,14,True,194447.31727438048,14,True
192337.6529913418,10,True,191306.40914998009,13,True
193399.95262389636,11,True,192837.93872054806,12,True
192337.6529913418,10,True,192185.97459601212,13,True
191168.6437408039,10,True,191279.05980397871,11,True
194449.21000654917,11,True,191279.05980397871,11,True
193500.73541554116,12,True,191279.05980397871,11,True
199515.5898062756,15,True,191279.05980397871,11,True
194838.34405025627,12,True,191279.05980397871,11,True
192640.29671828644,11,True,191306.40914998009,13,True
-197695.013078884,11,False,191279.05980397871,11,True
193864.70538128022,11,True,191279.05980397871,11,True
197111.3476183354,13,True,192837.93872054806,12,True
197813.68540649384,12,True,191279.05980397871,11,True
-197544.98424036766,13,False,192837.93872054806,12,True
193030.06687429125,11,True,194981.31022377734,13,True
192337.6529913418,10,True,191279.05980397871,11,True
190291.92678618585,29,True,191306.40914998009,13,True
194787.64575298564,15,True,191279.05980397871,11,True
194931.12715874985,18,True,195575.85966351957,14,True
199923.59909094646,15,True,192837.93872054806,12,True
197200.84885380286,14,True,191279.05980397871,11,True
197360.8896287411,20,True,191279.05980397871,11,True
194666.92165827646,12,True,192837.93872054806,12,True
192919.1887169425,11,True,192837.93872054806,12,True
191685.94361107345,11,True,192837.93872054806,12,True
192337.6529913418,10,True,197275.39430687152,15,True
194660.623432331,15,True,195575.85966351957,14,True
195075.87799917453,11,True,191279.05980397871,11,True
195956.7112680737,12,True,191279.05980397871,11,True
193864.70538128022,11,True,195575.85966351957,14,True
-196067.82128805816,13,False,191279.05980397871,11,True
195075.48938152523,11,True,191905.28800039765,11,True
196939.98717705818,13,True,193464.17098003923,12,True
192227.6192057295,23,True,191279.05980397871,11,True
196981.6624642714,13,True,191279.05980397871,11,True
194134.88144084768,13,True,191279.05980397871,11,True
-194369.78881164637,14,True,191905.28800039765,11,True
191569.30819796928,12,True,191279.05980397871,11,True
196939.93549507685,13,True,194981.31022377734,13,True
194449.21000654917,11,True,190877.6873769576,13,True
201346.0999412472,18,True,190251.4614688675,13,True
197674.90796787987,15,True,193464.1647125832,12,True
191951.78115692895,12,True,192837.93872054806,12,True
192913.20301319053,13,True,190877.6873769576,13,True
194490.98475625628,11,True,192837.93872054806,12,True
195933.88629998162,13,True,194865.034313623,14,True
195506.7631051128,14,True,191279.05980397871,11,True
194364.53792778496,11,True,196325.4690374527,13,True
193712.68995240735,13,True,192837.93872054806,12,True
192890.5352291878,11,True,198099.05610982876,15,True
-194632.94723018576,13,False,197842.9258036025,15,True
194666.9237192947,12,True,191279.05980397871,11,True
195933.88629998162,13,True,189533.1431710273,12,True
-197695.013078884,11,False,193464.1647125832,12,True
-197565.31765609875,11,False,192837.93872054806,12,True
191751.9879316354,13,True,191279.05980397871,11,True
197186.93547725733,12,True,191905.28800039765,11,True
197069.6309178621,13,True,191279.05980397871,11,True
-198380.51770415294,11,False,191279.05980397871,11,True
194491.03643823764,11,True,192243.71087470485,12,True
194287.0984552164,12,True,194167.69955156793,14,True
191568.92180898914,13,True,193464.1647125832,12,True
193045.92621305748,12,True,191306.40914998009,13,True
-198461.12488106714,13,False,191279.05980397871,11,True
210552.9375761718,25,True,191905.28800039765,11,True
191296.4921353353,12,True,191905.28800039765,11,True
194235.19521956105,11,True,193464.17098003923,12,True
193702.59459917896,12,True,191306.40914998009,13,True
194235.19521956105,11,True,191279.05980397871,11,True
194026.92387221992,11,True,192837.93872054806,12,True
-188069.17077663224,34,False,192837.93872054806,12,True
194612.4039922618,12,True,189533.1431710273,12,True
194666.92165827646,12,True,189533.1431710273,12,True
194205.82054612186,15,True,192088.00873078886,12,True
194026.1808203153,11,True,192837.93872054806,12,True
196467.77345847327,19,True,195319.7293572933,14,True
192337.6529913418,10,True,191279.05980397871,11,True
194990.94758109204,23,True,191279.05980397871,11,True
195075.87799917453,11,True,192837.93872054806,12,True
191584.76617083204,11,True,191306.40914998009,13,True
192546.20648853248,12,True,191279.05980397871,11,True
197503.47934760575,15,True,191306.40914998009,13,True
192403.94670495825,12,True,191279.05980397871,11,True
192836.27700695052,13,True,198099.05610982876,15,True
192334.68409167355,11,True,191279.05980397871,11,True
194364.53792778496,11,True,194981.31022377734,13,True
193864.70538128022,11,True,191649.2934222014,11,True
193864.75706326158,11,True,192837.93872054806,12,True
193341.9442920365,21,True,191306.40914998009,13,True
192890.5352291878,11,True,191279.05980397871,11,True
191753.14836607286,10,True,191279.05980397871,11,True
-198380.51770415294,11,False,191279.05980397871,11,True
194949.04255305388,11,True,193400.88383915141,14,True
194969.56263892868,13,True,191279.05980397871,11,True
194599.44958484883,13,True,189533.1431710273,12,True
198058.35509775692,13,True,191279.05980397871,11,True
-194918.5767386982,12,False,191905.28800039765,11,True
192467.34841412707,10,True,191279.05980397871,11,True
192337.6529913418,10,True,192837.93872054806,12,True
192799.5166261466,11,True,191279.05980397871,11,True
-199966,9,False,191279.05980397871,11,True
194005.23910727657,13,True,193562.13083028322,13,True
194449.21000654917,11,True,191905.28800039765,11,True
193604.63064806067,11,True,194981.31022377734,13,True
193244.5310373878,14,True,192967.58538750003,12,True
194449.5108395267,11,True,191279.05980397871,11,True
-199966,9,False,192837.93872054806,12,True
191753.14836607286,10,True,191279.05980397871,11,True
194003.6504632414,12,True,194981.31022377734,13,True
193635.1259237959,13,True,192837.93872054806,12,True
194423.567358675,12,True,192837.93872054806,12,True
192334.68409167355,11,True,190251.4614688675,13,True
199616.30589627434,13,True,191279.05980397871,11,True
192760.8914883839,11,True,191279.05980397871,11,True
192337.6529913418,10,True,192837.93872054806,12,True
191786.97813368752,15,True,193464.1647125832,12,True
193864.70538128022,11,True,191905.28800039765,11,True
193864.70538128022,11,True,194981.31022377734,13,True
191751.64528088222,14,True,191279.05980397871,11,True
199925.04892506357,13,True,193464.1647125832,12,True
193399.95262389636,11,True,191627.5356666356,13,True
194490.98475625628,11,True,190251.4614688675,13,True
193299.04635941112,11,True,191649.2934222014,11,True
194990.81730276102,11,True,192837.9425219523,12,True
192202.0401311168,12,True,193108.97475686247,14,True
195956.7112680737,12,True,192837.93872054806,12,True
193709.0761938877,11,True,194838.81339969527,14,True
191819.4483079836,12,True,191905.28800039765,11,True
193383.96956943418,11,True,191279.05980397871,11,True
193614.54316159687,11,True,191279.05980397871,11,True
192337.6529913418,10,True,191279.05980397871,11,True
191569.30819796928,12,True,192837.93872054806,12,True
197242.57623551748,14,True,191279.05980397871,11,True
193399.95262389636,11,True,191279.05980397871,11,True
-197796.013078884,11,False,191279.05980397871,11,True
-180681.61734070606,20,False,195246.20841054159,14,True
192337.70467332317,10,True,190251.4614688675,13,True
194490.98475625628,11,True,191617.4848826697,12,True
193383.96956943418,11,True,191279.05980397871,11,True
194449.5108395267,11,True,194447.31727438048,14,True
199710.65613085098,13,True,192185.97459601212,13,True
193383.96956943418,11,True,191279.05980397871,11,True
202321.37642853346,19,True,190251.4614688675,13,True
196222.6118162044,12,True,194651.99090651632,14,True
192467.34841412707,10,True,191279.05980397871,11,True
199515.5899356764,15,True,191279.05980397871,11,True
193864.70538128022,11,True,189533.1431710273,12,True
193270.50857522548,11,True,191279.05980397871,11,True
-83331.57973936191,33,False,193464.1647125832,12,True
-197476.62648409247,12,False,191905.28800039765,11,True
192691.1647965936,19,True,191279.05980397871,11,True
193744.33679348402,11,True,191279.05980397871,11,True
-199966,9,False,191279.05980397871,11,True
-194872.86130838256,13,False,193593.81384558696,12,True
193399.95262389636,11,True,191617.4848826697,12,True
201575.3292562636,20,True,199418.76554575333,16,True
192874.21655980303,11,True,191279.05980397871,11,True
194010.33672908202,11,True,191279.05980397871,11,True
193013.71934987526,12,True,191279.05980397871,11,True
192337.6529913418,10,True,194981.31022377734,13,True
193604.63064806067,11,True,194981.31022377734,13,True
193399.95262389636,11,True,192243.71087470485,12,True
197228.65684402356,12,True,192837.93872054806,12,True
193765.12496300237,17,True,192837.93872054806,12,True
194856.2002477833,18,True,192185.97459601212,13,True
195437.525799335,19,True,191279.05980397871,11,True
196602.4308519884,12,True,191279.05980397871,11,True
194991.25780199416,11,True,191715.61194333908,13,True
195614.13932640085,24,True,191279.05980397871,11,True
194449.21000654917,11,True,192837.93872054806,12,True
193293.02191957372,13,True,190251.4614688675,13,True
193383.96956943418,11,True,191279.05980397871,11,True
195241.47326577242,11,True,191279.05980397871,11,True
196105.30385876462,13,True,192837.93872054806,12,True
191584.76617083204,11,True,195246.20841054159,14,True
202396.27042478346,17,True,191279.05980397871,11,True
197831.28655489295,20,True,197033.73259345058,15,True
-199836.30457721473,9,False,191905.28800039765,11,True
192337.6529913418,10,True,192837.93872054806,12,True
194449.21000654917,11,True,193593.81384558696,12,True
193613.26979863687,14,True,191905.28800039765,11,True
194235.06946130103,11,True,191279.05980397871,11,True
197720.79787470712,27,True,191279.05980397871,11,True
-199966,9,False,195237.43230988094,13,True
194449.21000654917,11,True,192837.9425219523,12,True
197057.26412026768,18,True,191279.05980397871,11,True
199180.62444843608,15,True,191279.05980397871,11,True
195075.48938152523,11,True,191279.05980397871,11,True
198404.83037367507,13,True,192837.93872054806,12,True
195672.97228852395,12,True,191279.05980397871,11,True
194490.98475625628,11,True,192837.93872054806,12,True
196236.52519274992,14,True,194648.2132017403,14,True
193797.2157340183,15,True,192837.93872054806,12,True
-192456.50732074468,17,False,191279.05980397871,11,True
188827.02757517324,15,True,192837.93872054806,12,True
191882.84378885812,10,True,192837.93872054806,12,True
192334.68409167355,11,True,196888.4038013091,15,True
194969.55924088412,13,True,191279.05980397871,11,True
196714.1301114325,13,True,191279.05980397871,11,True
192337.6529913418,10,True,191279.05980397871,11,True
194364.89064234632,11,True,191279.05980397871,11,True
191753.14836607286,10,True,195607.53613186744,13,True
191568.92180898914,13,True,191905.28800039765,11,True
194449.21000654917,11,True,191279.05980397871,11,True
192435.62556479886,11,True,191279.05980397871,11,True
192435.61869412215,11,True,190251.4614688675,13,True
-179175.1913555836,32,False,191279.05980397871,11,True
193529.64804668163,11,True,191279.05980397871,11,True
202873.97638125278,20,True,191279.05980397871,11,True
200859.68155875042,16,True,192837.93872054806,12,True
194657.5955960253,16,True,191279.05980397871,11,True
192337.6529913418,10,True,190283.05564772792,12,True
194010.33672908202,11,True,193280.27147090124,14,True
195033.90694030345,12,True,191279.05980397871,11,True
-193888.83441467324,14,False,189533.1431710273,12,True
194190.5552843435,18,True,189533.1431710273,12,True
193529.64804668163,11,True,191279.05980397871,11,True
193270.30981293743,11,True,191905.28800039765,11,True
192890.5352291878,11,True,191279.05980397871,11,True
192337.6529913418,10,True,191649.2934222014,11,True
195672.97228852395,12,True,193464.1647125832,12,True
193864.70538128022,11,True,191279.05980397871,11,True
191652.14836607286,10,True,191279.05980397871,11,True
191753.14836607286,10,True,192837.9425219523,12,True
193399.95262389636,11,True,198099.05610982876,15,True
-197893.0193071783,12,False,194981.31022377734,13,True
-192298.77360409457,27,False,192185.97459601212,13,True
194490.98475625628,11,True,194447.31727438048,14,True
198056.8735976509,12,True,193464.17098003923,12,True
193529.64804668163,11,True,191279.05980397871,11,True
-281498.5754736411,39,False,191279.05980397871,11,True
201677.06798671943,15,True,191279.05980397871,11,True
195075.48938152523,11,True,191279.05980397871,11,True
194449.21000654917,11,True,189385.10391009104,14,True
195956.7112680737,12,True,193562.13083028322,13,True
194663.66390092438,14,True,191279.05980397871,11,True
192783.49330755885,13,True,194981.31022377734,13,True
194449.5108395267,11,True,194981.31022377734,13,True
193609.49577560986,17,True,198561.06313462264,15,True
192208.0092505379,10,True,191279.05980397871,11,True
193399.95262389636,11,True,196951.69494554284,13,True
194449.21000654917,11,True,189533.1431710273,12,True
193497.69510338534,13,True,191279.05980397871,11,True
194364.53792778496,11,True,191279.05980397871,11,True
-198997.6660702258,10,False,192837.93872054806,12,True
192337.6529913418,10,True,191279.05980397871,11,True
199325.36025691716,14,True,191279.05980397871,11,True
198058.35509775692,13,True,191279.05980397871,11,True
193864.70538128022,11,True,191279.05980397871,11,True
192337.6529913418,10,True,193514.67022649976,13,True
193864.70538128022,11,True,191905.28800039765,11,True
192435.62556479886,11,True,193464.1647125832,12,True
193383.96956943418,11,True,191649.2934222014,11,True
193744.3146976968,12,True,191279.05980397871,11,True
192419.5540576017,11,True,191905.28800039765,11,True
192337.6529913418,10,True,190251.4614688675,13,True
197186.93547725733,12,True,191279.05980397871,11,True
197069.6309178621,13,True,191649.2934222014,11,True
194969.56276832952,13,True,191905.28800039765,11,True
193864.70538128022,11,True,191279.05980397871,11,True
192337.6529913418,10,True,189533.1431710273,12,True
194969.56263892868,13,True,191279.05980397871,11,True
198934.70559617894,16,True,192837.93872054806,12,True
197398.82902865874,13,True,192837.93872054806,12,True
-180301.8129636981,31,False,198561.06313462264,15,True
-189649.9894410395,19,False,191905.28800039765,11,True
195943.9291105283,14,True,194725.17991755108,13,True
195576.8099428022,12,True,191279.05980397871,11,True
209703.89349750712,19,True,195351.40582564115,13,True
-183841.5170078337,20,False,191279.05980397871,11,True
194120.96045451655,11,True,192837.93872054806,12,True
195759.48432201712,13,True,191279.05980397871,11,True
204952.75503815283,18,True,192837.93872054806,12,True
193383.96956943418,11,True,191279.05980397871,11,True
193877.52654484264,13,True,190251.4614688675,13,True
200037.41259860736,17,True,191279.05980397871,11,True
196983.50597749912,17,True,195575.85966351957,14,True
193656.23229347056,11,True,195319.7293572933,14,True
-199966,9,False,191279.05980397871,11,True
194490.98475625628,11,True,191279.05980397871,11,True
193529.64804668163,11,True,193464.1647125832,12,True
193864.70538128022,11,True,191279.05980397871,11,True
195575.32192802994,11,True,192837.93872054806,12,True
192706.59185288654,13,True,194447.31727438048,14,True
192337.6529913418,10,True,191649.2934222014,11,True
195372.08689880872,12,True,192837.93872054806,12,True
197343.12361012187,12,True,191279.05980397871,11,True
-166184.33386260096,43,False,191905.28800039765,11,True
195965.50741281672,16,True,191279.05980397871,11,True
-197792.013078884,12,False,191617.4848826697,12,True
195605.88302954123,14,True,190877.6873769576,13,True
193864.70538128022,11,True,192837.93872054806,12,True
192419.5540576017,11,True,191279.05980397871,11,True
199515.5898062756,15,True,191279.05980397871,11,True
194969.56263892868,13,True,192837.93872054806,12,True
193399.95262389636,11,True,191279.05980397871,11,True
191882.84378885812,10,True,191617.4848826697,12,True
191753.14836607286,10,True,191905.28800039765,11,True
195538.6080888225,19,True,191279.05980397871,11,True
193399.95262389636,11,True,191279.05980397871,11,True
193475.0835372596,11,True,191279.05980397871,11,True
-198113.08973577095,14,False,191905.28800039765,11,True
195075.48938152523,11,True,195575.85966351957,14,True
192337.6529913418,10,True,191279.05980397871,11,True
193709.0761938877,11,True,191279.05980397871,11,True
214613.92900736097,33,True,191279.05980397871,11,True
192334.68409167355,11,True,191279.05980397871,11,True
-194694.36144274788,12,False,191306.40914998009,13,True
193293.02191957372,13,True,194447.31727438048,14,True
191753.14836607286,10,True,191279.05980397871,11,True
191882.84378885812,10,True,191279.05980397871,11,True
193399.95262389636,11,True,191279.05980397871,11,True
194657.5955960253,16,True,191649.2934222014,11,True
192337.6529913418,10,True,191905.28800039765,11,True
200308.3604841091,19,True,192582.02303379474,12,True
-197561.3707278004,12,False,190005.3136585035,14,True
191753.14836607286,10,True,195575.85966351957,14,True
195099.2546636694,13,True,193464.1647125832,12,True
194490.98475625628,11,True,191279.05980397871,11,True
201718.87169369732,15,True,191279.05980397871,11,True
193864.70538128022,11,True,191279.05980397871,11,True
194990.81730276102,11,True,190251.4614688675,13,True
193529.899420796,11,True,191279.05980397871,11,True
195998.31289084387,12,True,191279.05980397871,11,True
195011.81754723814,12,True,191279.05980397871,11,True
-198275.46602217157,12,False,191279.05980397871,11,True
193332.81776097664,13,True,192837.93872054806,12,True
195075.87799917453,11,True,191649.2934222014,11,True
-197695.013078884,11,False,191279.05980397871,11,True
194723.38017381143,19,True,191279.05980397871,11,True
196287.97239866527,14,True,191279.05980397871,11,True
193604.63064806067,11,True,192185.97459601212,13,True
194666.92165827646,12,True,192837.93872054806,12,True
194657.5955960253,16,True,191279.05980397871,11,True
194449.5108395267,11,True,191279.05980397871,11,True
198644.69625010813,38,True,194981.31022377734,13,True
192403.94670495825,12,True,195575.85966351957,14,True
196278.3031511263,14,True,191617.4848826697,12,True
191882.84378885812,10,True,191279.05980397871,11,True
194449.21000654917,11,True,191279.05980397871,11,True
191439.26832123444,13,True,191905.28800039765,11,True
190552.06536722108,16,True,191905.28800039765,11,True
194449.21000654917,11,True,192837.93872054806,12,True
194449.21000654917,11,True,191279.05980397871,11,True
191750.13578360176,11,True,192837.93872054806,12,True
203779.21622879594,16,True,193464.1647125832,12,True
198770.4501808066,16,True,191905.28800039765,11,True
-197532.7172400457,12,False,192582.02303379474,12,True
194660.623432331,15,True,194981.31022377734,13,True
192337.6529913418,10,True,193514.67022649976,13,True
191923.12766917425,12,True,191905.28800039765,11,True
195075.87799917453,11,True,193464.1647125832,12,True
193485.01224277267,11,True,191279.05980397871,11,True
196560.11220807172,13,True,191279.05980397871,11,True
192337.6529913418,10,True,191279.05980397871,11,True
199340.02036259326,13,True,189533.1431710273,12,True
191753.14836607286,10,True,191279.05980397871,11,True
193864.70538128022,11,True,191279.05980397871,11,True
193030.06687429125,11,True,191279.05980397871,11,True
191597.51917868035,10,True,192837.93872054806,12,True
-182328.5903952444,26,False,192209.08276101094,14,True
193529.64804668163,11,True,192837.93872054806,12,True
193399.95262389636,11,True,195575.85966351957,14,True
193864.75706326158,11,True,196540.18461532233,14,True
194449.21000654917,11,True,191279.05980397871,11,True
192122.09353439746,13,True,192837.93872054806,12,True
194990.81730276102,11,True,191279.05980397871,11,True
197186.93547725733,12,True,198284.93770349125,16,True
192337.6529913418,10,True,192837.93872054806,12,True
191309.85616776778,14,True,191279.05980397871,11,True
193693.18950043,16,True,191279.05980397871,11,True
195075.87799917453,11,True,191279.05980397871,11,True
194287.0984552164,12,True,191279.05980397871,11,True
193399.95262389636,11,True,192837.93872054806,12,True
191545.05521945193,16,True,191905.28800039765,11,True
194595.56442424245,16,True,191279.05980397871,11,True
195372.21287109907,12,True,191617.4848826697,12,True
193020.3463555421,11,True,192837.9425219523,12,True
194663.66390092438,14,True,191905.28800039765,11,True
